CO_CNES;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
5330351;ANGELA CLAUDIA PAIXAO SOARES DE MAGALHAES;ANGELA CLAUDIA PAIXAO SOARES DE MAGALHAES;12;120040;-9.965.602;-67.817.329
5347831;GILBERTO RIBEIRO VIEIRA;GILBERTO RIBEIRO VIEIRA;12;120040;-9.975;-67.81
9399453;CLINICA POPULAR MAIS SAUDE LTDA;CLINICA POPULAR MAIS SAUDE;12;120040;-997.105;-6.780.917
3331954;PREFEITURA MUNICIPAL DE RIO BRANCO;USF BASE;12;120040;-9.975;-67.81
6441653;FABIANO DE SOUZA FELTRIN;FABIANO DE SOUZA FELTRIN;12;120040;;
6119697;MUNICIPIO DE RIO BRANCO;URAP ROZANGELA PIMENTEL FIGUEIRA;12;120040;-997.698;-6.788.493
6131042;ANACRIS CLINICA MEDICA LTDA;ANACRIS CLINICA MEDICA;12;120040;-9.975;-67.81
6132782;PERLA GADELHA MEDEIROS LIMA;CONSULTORIOS MEDICOS E ODONTOLOGICOS;12;120040;-994.081;-6.781.908
3752259;PREFEITURA MUNICIPAL DE RIO BRANCO;USF NIMEO INSFRAN MARTINEZ;12;120040;-994.554;-6.788.102
6230237;CLINIODONTO SERVICOS ODONTOLOGICOS ESPECIALIZADOS LTDA;CLINIODONTO;12;120040;-996.677;-6.781.913
3344797;SECRETARIA DE ESTADO DE SAUDE;SAUDE DO TRABALHADOR CEREST;12;120040;-997.567;-678.123
2000881;PREFEITURA MUNICIPAL DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE CARLOS AFONSO VIEIRA;12;120050;-9.066.574.892.672.870;-686.591.971.127.834
6192084;PREFEITURA MUNICIPAL DE CAPIXABA;UNIDADE DE SAUDE DA FAMILIA RAIMUNDO RODRIGUES LUSTOSA;12;120017;-10.561.228.344.049.100;-6.767.732.620.239.250
2001853;PREFEITURA MUNICIPAL DE RIO BRANCO;USF NADEZIR DA SILVA DE LIMA;12;120040;-1.002.690;-6.779.751
2002779;MUNICIPIO DE RIO BRANCO;USF SEBASTIANA PRADO ZONA RURAL;12;120040;-993.566;-6.830.491
2002701;PREFEITURA MUNICIPAL DE RIO BRANCO;USF MARIA SOFIA;12;120040;-9.980.748;-6.780.675
6498183;SKS OLIVEIRA;NUTRICLINICA CONSULTORIO DE NUTRICAO;12;120040;-996.724;-6.781.530
6458459;SECRETARIA MUNICIPAL DE SAUDE DE MANCIO LIMA;SMS MANCIO LIMA;12;120033;-7.611.062.061.285.220;-7.290.435.075.759.880
3708403;S L ARMANI ME;CLINICA EQUILIBRIO;12;120040;-996.039;-6.780.812
3062430;R R DE CASTRO CIA LTDA;CLINICA DE FISIOTERAPIA DR RAIMUNDO CASTRO;12;120040;;
7818092;MUNICIPIO DE RIO BRANCO;USF MANOEL BEZERRA;12;120040;-1.002.379;-6.775.941
7419279;DISTRITO SANITARIO ESPECIAL DE SAUDE INDIGENA ALTO RIO PURUS;POLO BASE DE MANOEL URBANO;12;120034;;
7425597;PREFEITURA MUNICIPAL DE SAUDE;SERVICO DE VIGILANCIA AMBIENTAL;12;120020;-7.623.844.317.131.770;-726.807.188.987.732
6437613;PREFEITURA MUNICIPAL DE CAPIXABA;SECRETARIA MUNICIPAL DE SAUDE DE CAPIXABA;12;120017;-105.753.556;-676.781.008
5215625;LABORATORIO DE ANALISES CLINICAS SAO LUIZ;LABORATORIO DE ANALISES CLINICAS SAO LUIZ LTDA;12;120010;-11.009.127.082.898.800;-6.874.707.698.822.020
5192749;MILAGROS L C VELAZQUEZ;MILAGROS LEOPOLDINA CLAVIJO VELAZQUEZ;12;120040;-996.215;-6.784.392
5194792;SIGLIA SOUSA DE FRANCA;SIGLIA SOUSA DE FRANCA;12;120040;;
5199069;JAERCIO TEIXEIRA DA SILVA;JAERCIO TEIXEIRA DA SILVA;12;120040;-998.871.040.192.446;-6.782.185.435.295.100
5202183;TELIO WANDERLEI FIGUEIRA COELHO;TELIO WANDERLEI FIGUEIRA COELHO;12;120040;;
5204836;SAVIO RAMOS ZAGO;SAVIO RAMOS ZAGO;12;120040;;
5174678;PREFEITURA MUNICIPAL DE TARAUACA;USF PADRE HUBERT GROSSHEIM;12;120060;-8.161.089;-70.766.089
6204996;BELLE PLASTICA CENTRO DE MED EST E CIR PLASTICA LTDA;BELLE PLASTICA;12;120040;-9.967.836.189.153.520;-6.781.278.848.648.070
6129501;SECRETARIA MUNICIPAL DE SAUDE;FARMACIA POPULAR DO BRASIL;12;120040;;
6132758;MARIA DE FATIMA LOPES ROSA;MARIA DE FATIMA LOPES ROSA;12;120040;-9.975;-67.81
5930472;CINDY CASSIANE CARNIEL;CINDY CASSIANE CARNIEL;12;120040;-996.925;-6.781.948
7139454;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA FLUVIAL MARIETA CAMELI;12;120020;-7.640.645.703.348.180;-7.266.919.612.884.520
7147422;SECRETARIA DE ESTADO DE SAUDE;CENTRO DE REFERENCIA PARA IMUNOBIOLOGICOS ESPECIAIS CRIE;12;120040;-9.971.804;-67.810.834
7132921;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USA RIO BRANCO 02;12;120040;-9.96;-67.81
7132948;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB RIO BRANCO 08;12;120040;-9.975;-67.81
7149719;SECRETARIA DE ESTADO DE SAUDE DO ACRE;AMBULANCIA DE SUPORTE AVANCADO 01 1 RB RT;12;120040;;
7137001;INSTITUTO DE CIRURGIA DO ACRE SOCIEDADE SIMPLES;INSTITUTO DE CIRURGIA DO ACRE SOCIEDADE SIMPLES EPP;12;120040;-9.971.021;-67.809.509
7138369;CONSULTORIO ODONTOLOGICO DRA ELZA MAEDO;CONSULTORIO ODONTOLOGICO DRA ELZA MACEDO;12;120040;-996.675;-6.781.916
2002507;SECRETARIA DE ESTADO DE SAUDE;POSTO DE SAUDE QUINAUA;12;120045;-10.151;-67.736
2002523;SECRETARIA DE ESTADO DE SAUDE;POSTO DE SAUDE RAMAL MULUNGU;12;120045;-10.151;-67.736
2002558;SECRETARIA ESTADO DE SAUDE DO ACRE;POSTO DE SAUDE TRES MARIAS;12;120045;;
5985536;LAIS BITTENCOURT PIRES;LAIS BITTENCOURT PIRES;12;120040;-997.162;-6.780.868
2000245;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;SERVICO DE VIGILANCIA SANITARIA;12;120020;-7.623.971.925.083.880;-7.268.056.869.506.830
2000326;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;12;120020;-7.641.730.327.104.910;-7.268.134.117.126.460
2000350;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE M TERRESTRE CRUZEIRO DO SUL;12;120020;-76.236.103.691.207.700;-7.267.996.788.024.900
2000539;SECRETARIA DE ESTADO DE SAUDE;HEMONUCLEO DE CRUZEIRO DO SUL;12;120020;-7.636.741;-72.675.061
2000555;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE BASICA DE SAUDE PENTECOSTES;12;120020;-7.463.241.042.443.520;-729.605.484.008.789
2000571;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;12;120020;-7.668.121.988.514.400;-7.281.141.757.965.080
2000601;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA MANOEL RODRIGUES DE ARAUJO;12;120020;-7.568.714.132.224.580;-7.271.756.172.180.170
2001888;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;POSTO DE SAUDE TRES BOCAS;12;120020;-7.668.121.988.514.400;-7.267.250.061.035.150
2003066;PREFEITURA MUNICIPAL DE ASSIS BRASIL;UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS;12;120005;-10.940.649;-69.561.247
3244210;FERNANDO OSCAR TAYT SOHN;TAYT SOHN;12;120040;;
7026641;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB ACRELANDIA 11;12;120001;-10.077.141;-670.535.255
7025963;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA SAMU DE XAPURI;12;120070;;
7007574;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB CRUZEIRO DO SUL 02;12;120020;-76.294.952;-726.729.505
7007655;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA DE SUPORTE BASICO DE CRUZEIRO DO SUL III;12;120020;;
7007671;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA DE SUPORTE BASICO DE CRUZEIRO DO SUL IV RT;12;120020;;
7008589;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB MANCIO LIMA;12;120033;-761.393.331.668.698;-7.289.617.538.452.140
7007612;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA DE SUPORTE BASICO DE RODRIGUES ALVES RT;12;120042;;
7003684;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA DE SUPORTE BASICO DE SENA MADUREIRA;12;120050;;
4204611;A C MACIEL FILHO LTDA;CENTRIN;12;120060;-8.404.142;-70.404.142
4129210;VALFALTORE ADMINISTRACAO DE BENS LTDA;CASA MILITAR;12;120040;-9.975;-67.81
4277813;NOGUEIRA E PADILHA LTDA;DROGA FARMA;12;120040;-101.091.853;-673.518.243
4263359;M A MOTTA P NEGREIROS;MEDFAM;12;120040;-99.638.387;-678.152.578
4218582;ESTADO DO ACRE;AEROMEDICO II;12;120040;-9.975;-67.81
4288599;J M DO NASCIMENTO LTDA;UNIAO FARMA;12;120040;-1.000.047;-6.783.225
4312201;CLINICA MED TRAN S S LTDA;CLINICA MED TRAN;12;120010;-110.100.221;-687.448.338
4248651;HOA HOSPITAL OFTALMOLOGICO DO ACRE LTDA;HOA HOSPITAL OFTALMOLOGICO DO ACRE LTDA FILIAL;12;120040;-9.961.716;-67.812.805
4308298;G DAMASCENO ASSEF;CLINICA PSIASSEF;12;120050;-9.066.508.508.276.110;-6.865.962.161.574.170
4446356;ZEZA SERVICOS MEDICOS LTDA;CLINICA SANTA ZEZA;12;120040;-99.663.428;-678.175.262
4148002;LOPES CLINICA MEDICA LTDA;LOPES CLINICA MEDICA LTDA;12;120040;-106.602.427;-67.722.222
4446127;RAIA DROGASIL S A;RAIA DROGASIL S A;12;120040;-9.966.891;-678.027.374
4259416;FARMAAC EMPREENDIMENTOS LTDA;DROGARIA ARAUJO;12;120040;-99.341.821;-678.109.134
4262158;M L R S DOS REIS LTDA;M L R S DOS REIS;12;120040;-997.821;-6.788.068
4181832;J S DOS SANTOS LTDA;ANGIOVASC ANGIOLOGIA E CIRURGIA VASCULAR DO ACRE;12;120040;-99.623.531;-678.414.056
4427459;RAIA DROGASIL S A;RAIA DROGASIL S A;12;120040;-99.710.112;-678.088.718
4273419;LABEM LTDA;LABEM;12;120060;-8.202.122;-70.202.122
4242041;R C SERVICOS DE DIAGNOSTICO POR IMAGEM LTDA;D IMAGEM CENTRO DE DIAGNOSTICOS POR IMAGEM;12;120040;-998.072.753;-6.781.396.865
4156641;ARPM SOUZA KIDS ODONTOPEDIATRIA;S KIDS ODONTOPEDIATRIA ESPECIALIZADA;12;120040;-99.613.857;-678.116.093
4199898;SANTA CASA DA AMAZONIA;SANTA CASA DA AMAZONIA SENA MADUREIRA;12;120050;-906.340.631.499.446;-6.865.538.835.525.510
4364635;CENTRO DE DIAGNOSTICO DA FAMILIA LTDA;CENTRO DE DIAGNOSTICO DA FAMILIA;12;120040;-99.596.239;-678.124.893
4323416;FUNDACAO DOM JOSE HASCHER;LAR DOS VICENTINOS;12;120020;-76.323.708;-72.667.311
4341643;EDVALDO A DE SOUSA CAMILA DA S V AMORIM LTDA;AMORIM GINECOLOGIA;12;120040;-995.857;-6.781.335
4344197;M R B DA ROCHA CIA LTDA;CLINICA HELLO;12;120050;-9.060.685.062.514.090;-6.866.086.923.899.880
4539427;CLINICA CONDUTRAN LTDA;CLINICA CONDUTRAN;12;120040;-9.967.813;-678.160.732
4504933;MEUS SENTIDOS LTDA;MEUS SENTIDOS;12;120040;-9.959.335;-67.831.922
4436709;DNA MEDICINA DIAGNOSTICA LTDA;DNA MEDICINA DIAGNOSTICO CZS;12;120020;-7.636.071;-72.671.881
4587499;FARMACIA MUNICIPAL;FARMACIA MUNICIPAL DE EPITACIOLANDIA;12;120025;-11.029;-68.029
4427467;RAIA DROGASIL S A;RAIA DROGASIL S A;12;120040;-996.379;-6.784.935
4540999;J Z SERVICOS MEDICOS LTDA;J Z SERVICOS MEDICOS LTDA;12;120020;-7.623.759.245.142.560;-7.267.262.935.638.420
4370724;CAMILA C LIMA SERVICOS MEDICOS LTDA;CAMILA LIMA;12;120040;-996.113;-6.781.578
4317858;NOBRE NOBRE LTDA;DROGARIA JURUA;12;120040;-992.165;-6.783.403
4376617;N V DE ARAUJO JUNIOR;N V DE ARAUJO JUNIOR;12;120040;-996.331;-6.781.410
4186443;HOLANDA ODONTOLOGIA LTDA;HOLANDA ODONTOLOGIA;12;120040;-997.622;-6.786.006
4178025;IGOR HENRIQUE DAVILA;IGOR HENRIQUE DAVILA;12;120040;-9.939.486;-678.294.902
4196341;SUELEN R PEREIRA LTDA;REABILITAR;12;120040;-99.677.202;-678.163.235
4154681;ORTO CLINICA LTDA;ORTO CLINICA;12;120040;-99.635.257;-678.157.314
4253299;J S L FREITAS LTDA;DROGARIA TOP MAIS FARMA;12;120040;-99.742.754;-678.743.691
4259882;TRL MEDICINA LTDA;CLINICA MARIAH;12;120040;-106.566.804;-684.963.387
4246500;CENTRO TERAPEUTICO POPULAR LTDA;CENTRO TERAPEUTICO POPULAR;12;120040;-9.972.530;-67.801.613
4239911;MUNICIPIO DE PLACIDO DE CASTRO;CAPS I EDINALDO FELICIO DE SOUZA;12;120038;-10.334.108.493.058.200;-6.718.624.591.827.390
4277260;SECRETARIA DE ESTADO DE SAUDE DO ACRE;OFICINA ORTOPEDICA DO JURUA;12;120020;-76.246;-726.620
4286162;J S CUNHA;ODONTO STYLLO;12;120040;-99.712.001;-67.822.978
4237331;INSTITUTO DE MASTOLOGIA E SAUDE BULSONI LTDA;INSTITUTO DE MASTOLOGIA E SAUDE BULSONI;12;120040;-9.960.904;-67.815.788
4192257;DROGARIA AVIARIO LTDA;DROGARIA AVIARIO;12;120040;-100.039.745;-677.944.292
4313488;PSICOCLIN CLINICA DE SAUDE LTDA;PSICOCLIN CLINICA PSICOLOGICA;12;120010;-110.141.668;-687.468.096
4150856;MENDES CANEPPA SERVICOS MEDICOS LTDA;MENDES CANEPPA SERVICOS MEDICOS LTDA;12;120020;-7.618.910.113.815.810;-726.830.792.427.063
4250885;MUNICIPIO DE BRASILEIA;UNIDADE ODONTOLOGICA MOVEL;12;120010;-11.015.803.909.016.700;-6.874.882.578.849.790
4146646;SOTOLONGO OFTALMOLOGIA LTDA;SOTOLONGO OFTALMOLOGIA;12;120040;-99.613.357;-678.137.415
4255860;FARMACIA JG LTDA;DROGARIA OLIVEIRA;12;120040;-99.659.371;-678.318.607
4142403;J SOUZA TAMBURINI IMPORTACAO E EXPORTACAO LTDA;JARDEL DESPACHANTE MEDICO;12;120040;-996.128;-6.781.573
4402049;LABEM LTDA;LABEM;12;120030;-8.167.044.830.871.150;-7.035.441.073.205.350
4428110;RAIA DROGASIL S A;RAIA DROGASIL S A;12;120040;-99.650.068;-678.133.315
4438868;FABIO P DE BRITO;CHECAP SAUDE BUCAL;12;120040;-996.331;-6.781.096
4331249;CLINICA DE REABILITACAO INFANTIL AVANCADA S S LTDA;CRIA;12;120040;-99.809.473;-678.708.442
4453255;E S LIMA;AUDIO CLINICA;12;120020;-7.624.163.336.940.710;-7.266.818.761.825.560
4436067;DROGARIA SEMPRE FARMA LTDA;DROGARIA SEMPRE FARMA;12;120040;-99.539.502;-67.835.883
4343360;JAIRES S DA ROCHA;CLINICA PSICOLOGICA DO TRANSITO;12;120020;-7.632.946.922.248.800;-7.266.838.073.730.460
4411129;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;APAE DE TARAUACA ACRE;12;120060;-8.434.445;-70.434.445
4449320;RENAN SOUSA PASSOS;RENAN SOUSA PASSOS;12;120040;-9.973.314;-678.214.731
4391764;E V KAWADA CIA LTDA;GRUPO K;12;120040;-996.336;-6.781.534
4186109;MUNICIPIO DE XAPURI;ACADEMIA DE SAUDE HERMINIO DE MELO;12;120070;-1.065.694;-6.849.454
4314670;CLINICA PSICOLOGICA VL;CLINICA PSICOLOGICA VL;12;120042;-7.736.613.565.819.000;-7.264.827.489.852.900
4422813;RAIA DROGASIL S A;RAIA DROGASIL S A;12;120040;-99.729.308;-678.268.527
4309103;DANTAS CIA CONSULTORIO PSICOLOGICO LTDA;PSICOCLIN;12;120040;-99.826.427;-67.864.877
4378547;CARLOS PEREDO CALDERON;MEDITRAN MEDICINA DE TRANSITO;12;120040;-996.702;-6.782.716
4353544;SERGIANE AMARAL GADELHA;SERGIANE AMARAL GADELHA;12;120040;-995.352;-6.782.568
4349776;UERGTON LIMA DA SILVA;AFFETUS S GINECOLOGIA E OBSTETRICIA;12;120040;-99.292.441;-678.314.346
4470532;ASSOCIACAO AMIGOS DO PEITO AAPEI;AAPEI;12;120040;-99.793.376;-678.361.624
1100211;GINOCLIN GINECOLOGIA E OBSTETRICIA LTDA CNPJ 34924251000184;GINOCLIN;12;120040;-99.785.072;-678.711.859
4460979;VIA FARMA LTDA;VIA FARMA;12;120040;-9.977.137;-678.766.039
4500377;A CLINIKIDS LTDA;A CLINIKIDS;12;120040;-99.578.471;-678.142.375
4364619;J M O PLUMA;ESPAZIOCLIN;12;120040;-99.690.223;-678.250.033
4332261;NEUROACRE S S;NEUROACRE;12;120040;-9.961.906;-67.816.525
4458672;BRUNA MENEZES BRITO;CLINICA BRUNA MENEZES;12;120040;-99.811.036;-67.842.645
4359941;M R B DA ROCHA CIA LTDA;CLINICA HELLO;12;120060;-8.161.123;-70.760.123
4457870;IS SERVICOS DE NEFROLOGIA LTDA;IS NEFROLOGIA;12;120040;-99.663.428;-678.175.262
4565568;FRANCILENE COSTA GALVAO SCP;CLINICA AFETTO SENSORYS;12;120040;-99.490.488;-678.241.378
4411080;CLINICA MEDICA PEDIATRICA SUZUKI LTDA;CLINICA SUZUKI;12;120040;-9.966.068;-67.817.367
4286030;MUNICIPIO DE XAPURI;CENTRO DE ATENCAO PSICOSSOCIAL CAPS XAPURI;12;120070;-10.657.207;-68.498.359
4308220;DROGA VALE LTDA;DROGA VALE;12;120040;-9.976.426;-67.807.642
4219414;UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;INSTITUTO UNIMED TERAPIAS;12;120040;-995.850;-6.781.337
4303482;JORGE N MARTINS LTDA;FARMA NERE III;12;120040;-99.754.291;-678.091.836
4391748;M R B DA ROCHA CIA LTDA;CLINICA HELLO;12;120030;-8.164;-70.354
4177231;R F P RODRIGUEZ LTDA;R F P RODRIGUEZ LTDA;12;120040;-996.268;-67.840.735
4314271;A L DOS SANTOS;PSICOTEC;12;120020;-7.624.269.676.824.200;-7.266.827.344.894.400
4317238;PSICOCLINICA LTDA;CLINICA MEDICA E PSICOLOGIA DO TRANSITO;12;120020;-7.628.289.305.042.770;-726.707.410.812.378
4313518;LS FERREIRA;CONSULTORIO DE PSICOLOGIA LS FERREIRA;12;120060;-8.293.021;-70.293.031
4317211;HOA HOSPITAL OFTALMOLOGICO DO ACRE LTDA;H O A HOSPITAL OFTALMOLOGICO DO ACRE FILIAL 2;12;120040;-9.964.417;-67.810.059
4351835;MUNICIPIO DE MARECHAL THAUMATURGO;EQUIPE MULTIPROFISSIONAL CAPS;12;120035;-89.534.154;-727.915.717
4317181;PRORAD DIAGNOSTICOS LTDA;PRORAD DIAGNOSTICOS UNIDADE 1;12;120040;-99.637.865;-678.156.674
4313461;CLINICA ACREANA DE SERVICOS PSICOLOGICOS LTDA;ACTRAN;12;120040;-99.669.307;-678.301.872
4349784;JOSE UELITON LIMA DA SILVA;JOSE UELITON LIMA DA SILVA;12;120040;-99.292.441;-678.314.346
4317246;P P MARANHA;TRANSITAR CLINICA DE AVALIACAO PSICOLOGICA;12;120020;-7.629.586.637.306.220;-7.266.078.472.137.450
4316576;RG MEDICAL SOCIEDADE SIMPLES;RG MEDICAL;12;120040;-996.673;-6.782.720
4391799;PSICOCLINICA LTDA;PSICOCLINICA CONSULTORIO DE PSICOLOGIA;12;120030;-8.164;-70.354
4419804;M M CONSULTORIA E INTERMEDIACAO DE NEGOCIOS LTDA;HUMANITAS;12;120040;-99.669.307;-678.301.872
4366395;CASA MILITAR DO ESTADO DO ACRE;CASMIL;12;120040;-99.729.077;-678.082.108
4367065;CLINICA DE PSICOLOGIA E NEUROPSICOLOGIA LTDA;ATIVAMENTE PSICOLOGIA NEUROPSICOLOGIA EVALUATION;12;120038;-10.327.666.644.602.000;-6.718.728.763.241.740
4152352;J A DO NASCIMENTO ALENCAR LTDA;MEDBELLE;12;120040;-100.111.126;-677.988.062
4386213;LSCA TERAPIAS LTDA;EVOLUBRINK CLINICA DE DESENVOLVIMENTO;12;120040;-99.701.111;-678.070.218
4331907;R C SERVICOS DE DIAGNOSTICO POR IMAGEM LTDA;D IMAGEM CENTRO DE DIAGNOSTICO POR IMAGEM;12;120040;-9.966.364;-67.817.391
4385225;CLINICA ENFANCE S S UNIPESSOAL LTDA;ENFANCE;12;120040;-996.208;-6.784.867
4178122;MARIANA COLODETTI;MARIANA COLODETTI;12;120040;-996.748;-6.779.863
4237382;HOA HOSPITAL OFTALMOLOGICO DO ACRE LTDA;;12;120040;-99.718.723;-67.804.142
4189515;MTSN ULTRA LTDA;CONSULTORIO DRA MARIA JULIA NUNES;12;120040;-99.687.463;-678.045.769
4213432;COSTA E CASTRO REPRESENTACOES LTDA;FARMACIA ULTRA POPULAR;12;120040;-997.815;-6.787.164
4242335;DMDS NEUROCIRURGIA LTDA;INCCA INSTITUTO DE NEUROCIRURGIA E CIRURGIA DE COLUNA;12;120040;-99.663.428;-678.175.262
4317157;E M F DA SILVA;CLIAN CLINICA DE AVALIACAO PSICOLOGICA;12;120040;-99.705.446;-678.151.099
4299140;D I SARAIVA LTDA;LAB CLIN;12;120060;-816.680.373;-7.076.607.227
4309634;RIVALDO R MONTEIRO;CAPD CLINICA DE AVALIACAO PSICOLOGICA DETRAN;12;120040;-9.949.626;-678.254.258
4262107;CENTRO ESPECIALIZADO EM NEONATOLOGIA LTDA;CENEO;12;120040;-996.077;-6.780.983
4263839;AGRO RURAL REPRESENTACAO COMERCIO E SERVICOS LTDA;MAXFARMA;12;120040;-1.003.590;-6.779.850
4117069;CONSULTORIO ODONTOLOGICO DR VAGNER SILVA CIA LTDA;CONSULTORIO ODONTOLOGICO DR VAGNER SILVA;12;120040;-99.697.459;-678.093.932
4317173;S ABRAHAO O SILVA SOCIEDADE UNIPESSOAL LTDA;DUO CLINIC;12;120040;-996.799;-6.781.083
4292103;CARLOS PEREDO CALDERON;CARLOS PEREDO CALDERON;12;120040;-99.569.173;-678.207.288
4315979;C M F SARAIVA;PSICOTRANSITO CLINICA;12;120033;-7.611.685.476.110.210;-7.290.386.431.195.580
4271122;MESQUITA SERVICOS DE SAUDE LTDA;SALUD SERVICE;12;120040;-9.958.811;-67.814.281
4155440;INSTITUTO DE NEUROCIRURGIA E NEUROLOGIA DA AMAZONIA OCIDENTA;INAO DA AMAZONIA OCIDENTAL;12;120040;-99.804.739;-678.146.423
4316622;C RODRIGUES E DIAS LTDA;CN QUIROPRAXIA E FISIOTERAPIA;12;120020;-7.625.014.055.268.800;-7.267.685.651.779.170
4307038;CLINSTRAN LTDA;CLINSTRAN;12;120040;-996.134;-6.781.580
4129067;CASA MILITAR;GABINETE MILITAR DO GOVERNADOR;12;120040;-9.975;-67.81
4191625;BILI F DE OLIVEIRA;CLINICA BILI FERNANDES DE FISIOTERAPIA;12;120020;-7.615.656.060.696.110;-726.725.435.256.958
4626893;EDMILA ARAUJO SANTOS;EDMILA ARAUJO SANTOS;12;120040;-99.725.109;-677.999.461
4665627;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE BASICA DE SAUDE SANTA MARIA 307;12;120020;-74.072.224;-730.501.362
4728106;ANA PAULA DA SILVA FERREIRA;LEVE A PENSAR;12;120040;-998.435;-6.781.242
4882814;FLA COMERCIO DE FARMACOS LTDA;DROGARIA MELHOR PRECO;12;120040;-994.809;-6.783.256
4879619;ANTONIO J D ALVES;DENTISTA BLESSING;12;120040;-995.239;-6.780.057
4882830;ALEXANDRE A CUNHA;CLINICA ALEXANDRE CUNHA;12;120040;-9.960.786;-67.809.921
4751868;BILLY R BARBOSA LTDA;BILLY RODRIGUES;12;120020;-763.069;-72.672.531
4567897;PREFEITURA MUNICIPAL DE ACRELANDIA;ENDEMIAS;12;120001;-1.008.145.866.452.420;-6.705.434.183.306.230
4665465;LARYSSA REIS DERMATOLOGIA LTDA;LARYSSA REIS DERMATOLOGIA;12;120040;-99.607.467;-678.097.485
4614283;CSGTM SERVICOS MEDICOS LTDA;CSGTM SERVICOS MEDICOS;12;120060;-816.101.666;-707.661.666
4448804;M R TEIXEIRA ROCHA FARMA E COMERCIO DE MEDICAMENTOS;DROGARIA ECONOMIZAR;12;120040;-100.408.666;-677.954.498
4627245;PREFEITURA MUNICIPAL DE BUJARI;UNIDADE BASICA DE SAUDE MILCA REGINA GUEDES FEITOSA;12;120013;-979.686.169.148.048;-6.785.070.419.311.520
4660609;DROGARIA OURICURI LTDA;DROGARIA OURICURI;12;120040;-99.330.033;-678.242.013
4684265;A2 CARVALHO LTDA;HEMOCARDIO;12;120040;-99.554.235;-678.146.759
4540638;CENTRO ACREANO DE UROLOGIA LTDA;CENTRO ACREANO DE UROLOGIA CAU;12;120020;-7.638.072.369.298.430;-7.267.880.916.595.450
4588193;JAIME JUAN PEREDO CALDERON;JAIME JUAN PEREDO CALDERON;12;120040;-10.011.283;-678.317.048
4665139;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE BASICA DE SAUDE EUCLIDES ALVES DE MELO;12;120020;-7.488.920.288.469.000;-7.286.398.887.634.270
4709608;PREFEITURA MUNICIPAL DE CAPIXABA;HERMINDA DALLAS BERNARDINO;12;120017;-10.566.738.962.644.000;-676.739.693.000.433
4646681;P DE SOUZA ROCHA LTDA;ODONTO LIDER;12;120040;-99.613.431;-678.130.272
4588843;MINISTERIO DE SAUDE;UBSI CAUCHO;12;120060;-8.161.267;-70.766.267
4700090;GABRIELA DA SILVA SANTOS;GABRIELA DA SILVA SANTOS;12;120040;-9.965.572;-67.811.592
4575989;VALERIA DA SILVAAGUIAR;VALERIA DA SILVAAGUIAR;12;120040;-996.329;-6.787.395
4580249;FISIO SAUDE INTEGRATIVA LTDA;FISIO SAUDE INTEGRATIVA;12;120020;-7.623.695.441.139.560;-7.268.187.761.306.760
4551559;ELIANE ASSIS DOS SANTOS;DR ELIANE ASSIS ODONTOLOGIA;12;120040;-99.513.503;-67.828.259
4620607;IGOR HENRIQUE DAVILA SERVICOS MEDICOS LTDA;HENRIQUE DAVILA SERVICOS MEDICOS;12;120040;-99.591.063;-678.151.304
4620798;G S CASTRO;G S GINECO IMAGEM;12;120040;-99.607.467;-678.097.485
4517547;DROGARIA FARMA SAUDE LTDA;DROGARIA FARMA SAUDE;12;120040;-998.485;-6.781.335
4646770;USF SAO FRANCISCO;USF SAO FRANCISCO;12;120040;-99.533.926;-677.980.799
